652.0,1,1018,28.7577117777
1937.0,1,333,10.7706178419
1360.0,1,510,15.4012647281
-9.0,0,369,12.3879282865
-5.0,0,115,5.23470745935
1624.0,1,246,8.04202610028
1535.0,1,335,10.2937674744
1463.0,1,607,17.1660359928
725.0,0,315,9.7808117869
1854.0,1,216,7.61620420168
-163.0,0,143,5.97329156117
1432.0,1,238,7.94089144381
1384.0,1,286,10.0390592174
-67.0,0,507,16.6077255825
470.0,0,360,11.7369259742
1529.0,1,341,11.1244727336
1258.0,1,412,13.4601008975
278.0,0,262,9.29254776276
1415.0,1,455,13.1957174981
1317.0,1,353,11.4098497049
367.0,0,283,8.53717616192
639.0,1,1031,29.160437068
1560.0,1,310,9.63595054494
1585.0,1,285,9.964279608
1684.0,1,186,6.88974888781
1426.0,1,444,13.2324708575
291.0,0,279,9.2504443677
18.0,0,272,8.2046162917
-6.0,0,286,8.94994266273
568.0,0,172,5.98470243519
586.0,0,274,8.72366837323
1432.0,1,638,17.7265520869
1671.0,1,399,11.8407149334
1355.0,1,315,9.87861874844
1451.0,1,219,7.15016242725
421.0,0,609,20.7997576654
1003.0,1,867,10.5299979501
1393.0,1,477,14.5784058168
28.0,0,812,22.6917301695
256.0,0,294,10.4520696605
1722.0,1,348,11.2429730541
203.0,0,87,4.14989591485
242.0,0,328,10.56032935
1585.0,1,285,8.88040642215
1905.0,1,165,6.09179992029
